949,26.9016,-16.2654,2013,0.0,10
951,26.9483,-16.4011,2013,0.0,10
962,26.9484,-16.2655,2013,0.0,10
1024,17.183673,-13.751458,2011,0.0,10
1055,19.631708,-9.726207,2011,0.0,10
1056,17.465337,-9.500242,2011,0.0,10
1070,15.575171,-8.02952,2010,0.0,10
1089,11.82366,-15.81808,2011,0.0,10
1127,12.099683,-15.785221,2011,0.0,10
1137,13.267561,-8.83683,2011,0.0,10
1139,13.260334,-8.827348,2011,0.0,10
1152,13.351689,-8.924589,2011,0.0,10
1635,9.762119,4.081516,2011,0.0,10
1659,13.768098,9.546565,2011,0.0,10
1661,12.642977,7.357438,2011,0.0,10
1668,9.710777,4.037937,2011,0.0,10
1682,15.067193,10.706599,2011,0.0,10
1707,14.354173,4.427943,2011,0.0,10
1716,10.387034,5.534521,2011,0.0,10
1720,13.576719,7.317084,2011,0.0,10
1722,13.575123,7.317504,2011,0.0,10
1726,10.893053,5.716735,2011,0.0,10
1732,10.22475,5.614703,2011,0.0,10
1800,11.513026,3.878931,2011,0.0,10
1803,10.303393,5.451233,2011,0.0,10
1839,9.730045,4.709088,2011,0.0,10
1845,13.572641,7.326987,2011,0.0,10
1854,11.504156,3.87274,2011,0.0,10
1876,9.90221,5.471683,2011,0.0,10
1888,12.392496,3.737556,2011,0.0,10
1941,10.939616,6.088712,2011,0.0,10
1944,13.399795,9.301068,2011,0.0,10
1975,9.943156,5.144422,2011,0.0,10
2001,46.951756,-23.892736,2011,0.0,10
2002,49.402344,-18.16495,2011,0.0,10
2007,49.399221,-18.15252,2011,0.0,10
2021,49.356945,-16.037401,2011,0.0,10
2054,48.51832,-14.99315,2011,0.0,10
2058,47.637962,-16.0066,2011,0.0,10
2062,44.025438,-18.065057,2011,0.0,10
2131,46.552792,-25.168547,2011,0.0,10
2272,-4.200131,14.47321,2010,0.0,10
2302,-7.989327,12.599833,2010,0.0,10
2502,3.345383,6.459945,2010,0.0,10
2521,-15.680473,14.529404,2011,0.0,10
2522,-16.229619,14.664803,2011,0.0,10
2563,-17.397898,14.770161,2010,0.0,10
2564,-16.296107,12.565399,2011,0.0,10
2574,-14.303443,16.445389,2010,0.0,10
2584,-15.864545,13.766964,2011,0.0,10
