0,32.1847,-0.2381,2010,0.0
1,32.0113,-0.2864,2010,0.5
2,33.8657,0.0928,2010,0.4915254237288136
3,32.4898,-0.3404,2010,0.375
4,32.4043,-0.4028,2010,0.125
5,32.0775,-0.2205,2010,0.0
6,31.9812,-0.341,2010,0.6875
7,33.9404,-0.1763,2010,0.5535714285714286
8,31.8373,-0.5008,2010,0.6875
9,33.767,0.1791,2010,0.5932203389830508
10,32.039,-0.3078,2010,0.6666666666666666
11,33.266,0.4152,2010,0.6
12,31.7546,-0.7038,2010,0.35714285714285715
13,32.1495,-0.3234,2010,0.0
14,31.9392,-0.1262,2010,0.375
15,33.6168,-0.0446,2010,0.3220338983050847
16,33.9153,-0.1658,2010,0.3584905660377358
17,33.5502,0.1409,2010,0.38461538461538464
18,32.1431,-0.2299,2010,0.0
19,32.1867,-0.0706,2010,0.35
20,31.8731,-0.3426,2010,0.9333333333333333
21,32.2376,-0.3053,2010,0.0
22,33.7163,-0.1506,2010,0.4878048780487805
23,33.6069,0.0581,2010,0.47692307692307695
24,33.2664,0.4278,2010,0.5636363636363636
25,32.2043,0.0058,2010,0.5740740740740741
26,32.1428,-0.518,2010,0.0
27,32.2388,-0.3648,2010,0.0
28,33.8205,0.1432,2010,0.6896551724137931
29,33.8026,0.1354,2010,0.7413793103448276
30,32.1547,0.0311,2010,0.4642857142857143
31,32.1996,-0.315,2010,0.0
32,31.9445,-0.1976,2010,0.25
33,32.108,-0.2282,2010,0.0
34,32.1599,-0.4815,2010,0.0
35,32.2308,-0.0413,2010,0.45
36,32.442,-0.3569,2010,0.5625
37,32.1785,-0.4241,2010,0.0
38,32.1487,-0.5167,2010,0.0
39,32.3564,-0.2404,2010,0.3125
40,32.067,-0.2492,2010,0.0
41,32.0137,-0.2724,2010,0.4666666666666667
42,31.987,-0.2128,2010,0.7333333333333333
43,32.2422,-0.263,2010,0.3448275862068966
44,32.3092,-0.4144,2010,0.0
45,32.4134,-0.3656,2010,0.8333333333333334
46,33.2552,0.4355,2010,0.5686274509803921
47,32.029,-0.2762,2010,0.3333333333333333
48,32.3311,-0.1981,2010,0.07142857142857142
49,33.6578,0.0013,2010,0.47619047619047616
50,32.3667,-0.4241,2010,0.06666666666666667
51,32.1164,-0.315,2010,0.0
52,32.4807,-0.3224,2010,0.3076923076923077
53,32.2932,-0.3101,2010,0.0
54,32.3719,-0.2644,2010,0.3125
55,31.9803,-0.2326,2010,0.5384615384615384
56,32.285,-0.4156,2010,0.0
57,32.3101,-0.3283,2010,0.0
58,31.7967,-0.6521,2010,0.7142857142857143
59,32.2954,-0.3638,2010,0.0
60,32.376,-0.3381,2010,0.5294117647058824
61,32.2868,-0.4705,2010,0.0
62,31.8902,-0.1722,2010,0.42857142857142855
63,31.8378,-0.5014,2010,0.8
64,33.6997,0.1789,2010,0.4716981132075472
65,32.3511,-0.4372,2010,0.0
66,33.8709,-0.146,2010,0.6981132075471698
67,32.1799,-0.3266,2010,0.0
68,32.4285,-0.2625,2010,0.48148148148148145
69,32.1547,0.0031,2010,0.6923076923076923
70,32.3282,-0.457,2010,0.0
71,33.6031,0.1096,2010,0.23636363636363636
72,32.4782,-0.3726,2010,0.625
73,32.3278,-0.396,2010,0.0
74,33.6463,0.0304,2010,0.47540983606557374
75,39.1818,-4.3979,2010,0.22916666666666666
76,39.1818,-4.3979,2010,0.08163265306122448
77,39.1839,-4.5089,2010,0.031746031746031744
78,39.1818,-4.3979,2010,0.0
79,39.1839,-4.5089,2010,0.017857142857142856
80,39.1818,-4.3979,2010,0.05454545454545454
81,39.1839,-4.5089,2010,0.15384615384615385
82,39.1839,-4.5089,2010,0.018518518518518517
83,39.1927,-4.4721,2010,0.05555555555555555
84,39.2068,-4.4148,2010,0.14545454545454545
85,39.2134,-4.539,2010,0.10909090909090909
86,39.2431,-4.4922,2010,0.10526315789473684
87,39.2586,-4.3043,2010,0.13725490196078433
88,39.2924,-4.4535,2010,0.03571428571428571
89,39.2924,-4.4535,2010,0.06
90,39.2924,-4.4535,2010,0.08
91,39.2924,-4.4535,2010,0.0
92,39.2925,-4.4711,2010,0.018867924528301886
93,39.2925,-4.4711,2010,0.022727272727272728
